,Date,Team,ELOR
2805,2 May 1972,Morocco,1520.4003710000002
2806,14 May 1972,Spain,1604.5695460000002
2807,14 May 1972,Italy,1605.462271
2808,21 May 1972,Czechia,1491.069773
2809,21 May 1972,Romania,1832.27691
2810,21 May 1972,Italy,1605.462271
2811,21 May 1972,Spain,1604.5695460000002
2812,27 May 1972,Samoa,1119.1311269999999
2813,27 May 1972,Tonga,1531.2124609999998
2814,1 Jun 1972,Samoa,1107.264236
2815,1 Jun 1972,Tonga,1543.079352
2816,3 Jun 1972,South Africa,1960.687811
2817,3 Jun 1972,England,1515.600185
2818,17 Jun 1972,Australia,1547.084591
2819,17 Jun 1972,France,1659.649656
2820,25 Jun 1972,Australia,1534.516693
2821,25 Jun 1972,France,1672.2175539999998
2822,15 Jul 1972,Tonga,1526.472643
2823,15 Jul 1972,Fiji,1892.825837
2824,22 Jul 1972,Tonga,1510.432322
2825,22 Jul 1972,Fiji,1908.8661579999998
2826,5 Aug 1972,Tonga,1506.608355
2827,5 Aug 1972,Fiji,1912.690125
2828,19 Aug 1972,New Zealand,1874.5233079999998
2829,19 Aug 1972,Australia,1523.4963599999999
2830,2 Sep 1972,New Zealand,1882.668252
2831,2 Sep 1972,Australia,1515.351416
2832,16 Sep 1972,New Zealand,1892.808129
2833,16 Sep 1972,Australia,1505.2115390000001
2834,19 Sep 1972,Fiji,1871.266828
2835,19 Sep 1972,Australia,1546.634836
2836,8 Oct 1972,Poland,1473.5690029999998
2837,8 Oct 1972,Czechia,1438.44896
2838,19 Oct 1972,Sweden,1275.184316
2839,19 Oct 1972,Denmark,1004.7649210000001
2840,21 Oct 1972,Netherlands,1255.252848
2841,21 Oct 1972,West Germany,1515.614984
2842,22 Oct 1972,West Germany,1520.4245019999998
2843,22 Oct 1972,Belgium,1024.244647
2844,27 Oct 1972,East Germany,1347.7499619999999
2845,27 Oct 1972,Denmark,997.4076269999999
2846,29 Oct 1972,West Germany,1411.185273
2847,29 Oct 1972,Czechia,1547.688189
2848,3 Nov 1972,Romania,1806.029065
2849,3 Nov 1972,West Germany,1437.433118
2850,11 Nov 1972,Korea,1472.526293
2851,11 Nov 1972,Sri Lanka,1459.018494
2852,11 Nov 1972,Singapore,1511.318544
2853,11 Nov 1972,Thailand,1571.2616289999999
2854,11 Nov 1972,Hong Kong,1547.6803619999998
2855,11 Nov 1972,Japan,1715.663861
2856,15 Nov 1972,Belgium,1066.005306
2857,15 Nov 1972,Serbia & Mon,1256.0536550000002
2858,19 Nov 1972,Netherlands,1285.446966
2859,19 Nov 1972,Serbia & Mon,1225.8595369999998
2860,26 Nov 1972,Romania,1734.7626280000002
2861,26 Nov 1972,France,1743.483991
2862,26 Nov 1972,Italy,1607.298537
2863,26 Nov 1972,Serbia & Mon,1224.023271
2864,2 Dec 1972,Wales,1878.5980960000002
2865,2 Dec 1972,New Zealand,1928.3976079999998
2866,8 Dec 1972,Spain,1617.2585080000001
2867,8 Dec 1972,Poland,1460.8800410000001
2868,16 Dec 1972,Scotland,1599.8041269999999
2869,16 Dec 1972,New Zealand,1943.205926
2870,1973,East Germany,1296.470441
2871,1973,Poland,1512.1595619999998
2872,1973,Malaysia,1277.302418
2873,1973,Thailand,1577.7080230000001
2874,1973,Poland,1530.313758
2875,1973,East Germany,1278.316245
2876,6 Jan 1973,England,1504.626859
2877,6 Jan 1973,New Zealand,1954.179252
2878,13 Jan 1973,France,1755.472816
2879,13 Jan 1973,Scotland,1587.815302
2880,20 Jan 1973,Wales,1886.3341920000003
2881,20 Jan 1973,England,1496.890763
2882,20 Jan 1973,Ireland,1784.354418
2883,20 Jan 1973,New Zealand,1954.179252
2884,3 Feb 1973,Scotland,1609.409914
2885,3 Feb 1973,Wales,1864.7395800000002
2886,10 Feb 1973,France,1810.751085
2887,10 Feb 1973,New Zealand,1898.9009829999998
2888,10 Feb 1973,Ireland,1794.263005
2889,10 Feb 1973,England,1486.982176
2890,24 Feb 1973,England,1557.549956
2891,24 Feb 1973,France,1740.183305
2892,24 Feb 1973,Scotland,1655.749235
2893,24 Feb 1973,Ireland,1747.923684
2894,25 Feb 1973,Portugal,1276.339274
2895,25 Feb 1973,Italy,1560.2873789999999
2896,10 Mar 1973,Wales,1880.4192309999999
2897,10 Mar 1973,Ireland,1732.2440329999997
2898,11 Mar 1973,Morocco,1473.110739
2899,11 Mar 1973,Spain,1664.54814
2900,17 Mar 1973,England,1601.316333
2901,17 Mar 1973,Scotland,1611.982858
2902,24 Mar 1973,France,1794.14429
2903,24 Mar 1973,Wales,1826.4582460000001
2904,7 Apr 1973,Czechia,1582.541999
2905,7 Apr 1973,Poland,1495.459948
2906,8 Apr 1973,Serbia & Mon,1224.023271
2907,8 Apr 1973,Portugal,1276.339274
2908,11 Apr 1973,Switzerland,1397.973793
2909,11 Apr 1973,Portugal,1378.365481
2910,14 Apr 1973,Romania,1751.1931329999998
2911,14 Apr 1973,Spain,1648.117635
2912,14 Apr 1973,Ireland,1753.072171
2913,14 Apr 1973,France,1773.3161519999999
2914,20 Apr 1973,Romania,1769.7540629999999
2915,20 Apr 1973,Morocco,1454.549809
2916,20 Apr 1973,East Germany,1315.009292
2917,20 Apr 1973,Sweden,1238.4912689999999
2918,22 Apr 1973,Czechia,1608.292614
2919,22 Apr 1973,Bulgaria,1359.108403
2920,22 Apr 1973,Poland,1525.969875
2921,22 Apr 1973,Portugal,1347.855554
2922,13 May 1973,Portugal,1409.015331
2923,13 May 1973,Poland,1464.8100980000002
2924,2 Jun 1973,Netherlands,1240.833863
2925,2 Jun 1973,Poland,1509.423201
2926,23 Jun 1973,Australia,1585.9461880000001
2927,23 Jun 1973,Tonga,1467.297003
2928,23 Jun 1973,Czechia,1623.592623
2929,23 Jun 1973,East Germany,1299.709283
2930,30 Jun 1973,Australia,1531.6095289999998
2931,30 Jun 1973,Tonga,1521.633662
2932,11 Jul 1973,Fiji,1879.241866
2933,11 Jul 1973,Tonga,1513.658624
2934,8 Sep 1973,Argentina,1866.3242300000002
2935,8 Sep 1973,Romania,1747.028707
2936,15 Sep 1973,New Zealand,1829.0408949999999
2937,15 Sep 1973,England,1671.1764210000001
2938,15 Sep 1973,Argentina,1896.114132
2939,15 Sep 1973,Romania,1717.2388050000002
2940,4 Oct 1973,Belgium,1109.711194
2941,4 Oct 1973,Denmark,953.7017390000001
2942,6 Oct 1973,Netherlands,1258.693175
2943,6 Oct 1973,Denmark,935.8424269999999
2944,13 Oct 1973,Brazil,1329.500006
2945,13 Oct 1973,Paraguay,1219.833294
2946,14 Oct 1973,Argentina,1898.4314960000002
2947,14 Oct 1973,Paraguay,1217.51593
2948,14 Oct 1973,Chile,1510.869395
2949,14 Oct 1973,Uruguay,1429.5060330000001
2950,16 Oct 1973,Argentina,1904.9827050000001
2951,16 Oct 1973,Uruguay,1422.954824
2952,16 Oct 1973,Brazil,1286.581091
2953,16 Oct 1973,Chile,1553.78831
2954,18 Oct 1973,Brazil,1246.334155
2955,18 Oct 1973,Uruguay,1463.20176
2956,18 Oct 1973,Chile,1564.529958
2957,18 Oct 1973,Paraguay,1206.774282
2958,20 Oct 1973,Belgium,1090.45055
2959,20 Oct 1973,West Germany,1456.6937619999999
2960,20 Oct 1973,Netherlands,1303.1573759999999
2961,20 Oct 1973,Sweden,1194.0270679999999
2962,20 Oct 1973,Brazil,1240.014002
2963,20 Oct 1973,Argentina,1911.3028579999998
2964,20 Oct 1973,Paraguay,1173.41986
2965,20 Oct 1973,Uruguay,1496.556182
2966,21 Oct 1973,Czechia,1631.6828039999998
2967,21 Oct 1973,Serbia & Mon,1215.93309
2968,21 Oct 1973,Argentina,1924.1207989999998
2969,21 Oct 1973,Chile,1551.712017
2970,24 Oct 1973,Belgium,1145.2269720000002
2971,24 Oct 1973,Sweden,1139.2506460000002
2972,27 Oct 1973,Denmark,983.904033
2973,27 Oct 1973,Sweden,1091.18904
2974,27 Oct 1973,France,1805.2859170000002
2975,27 Oct 1973,Japan,1683.6940960000002
2976,27 Oct 1973,West Germany,1423.044711
2977,27 Oct 1973,Romania,1750.8878559999998
2978,4 Nov 1973,Italy,1560.2873789999999
2979,4 Nov 1973,Czechia,1631.6828039999998
2980,10 Nov 1973,Wales,1839.7930210000002
2981,10 Nov 1973,Australia,1518.2747539999998
2982,11 Nov 1973,France,1814.037193
2983,11 Nov 1973,Romania,1742.13658
2984,11 Nov 1973,Serbia & Mon,1194.820651
2985,11 Nov 1973,Italy,1581.3998179999999
2986,17 Nov 1973,England,1695.1481809999998
2987,17 Nov 1973,Australia,1494.302994
2988,1974,Bulgaria,1390.857242
2989,1974,East Germany,1267.960444
2990,1974,Poland,1530.447015
2991,1974,East Germany,1246.9366300000002
2992,19 Jan 1974,France,1831.0900379999998
2993,19 Jan 1974,Ireland,1736.019326
2994,19 Jan 1974,Wales,1851.0995100000002
2995,19 Jan 1974,Scotland,1600.676369
2996,2 Feb 1974,Scotland,1623.563734
2997,2 Feb 1974,England,1672.260816
2998,2 Feb 1974,Ireland,1736.019326
2999,2 Feb 1974,Wales,1851.0995100000002
3000,10 Feb 1974,Portugal,1376.484187
3001,10 Feb 1974,Italy,1613.930962
3002,16 Feb 1974,England,1634.752463
3003,16 Feb 1974,Ireland,1773.5276789999998
3004,16 Feb 1974,Wales,1851.0995100000002
3005,16 Feb 1974,France,1831.0900379999998
3006,2 Mar 1974,France,1831.0900379999998
3007,2 Mar 1974,England,1634.752463
3008,2 Mar 1974,Ireland,1785.1800329999999
3009,2 Mar 1974,Scotland,1611.91138
3010,3 Mar 1974,Morocco,1430.014115
3011,3 Mar 1974,Romania,1766.6722739999998
3012,14 Mar 1974,Romania,1781.7666780000002
3013,14 Mar 1974,Poland,1515.352611
3014,16 Mar 1974,England,1678.969954
3015,16 Mar 1974,Wales,1806.8820190000001
3016,16 Mar 1974,Scotland,1684.7858370000001
3017,16 Mar 1974,France,1758.215581
3018,31 Mar 1974,Spain,1667.2236
3019,31 Mar 1974,Morocco,1410.90815
3020,7 Apr 1974,West Germany,1454.261793
3021,7 Apr 1974,Portugal,1345.2671050000001
3022,28 Apr 1974,Morocco,1370.049057
3023,28 Apr 1974,Poland,1556.2117039999998
3024,1 May 1974,Serbia & Mon,1167.881501
3025,1 May 1974,West Germany,1481.200943
3026,5 May 1974,Italy,1631.6057779999999
3027,5 May 1974,West Germany,1463.5261269999999
3028,12 May 1974,Poland,1526.887303
3029,12 May 1974,Spain,1696.548001
3030,19 May 1974,Romania,1809.459729
3031,19 May 1974,Spain,1668.85495
3032,25 May 1974,Australia,1480.861549
3033,25 May 1974,New Zealand,1842.4823399999998
3034,26 May 1974,West Germany,1463.5261269999999
3035,26 May 1974,Czechia,1631.6828039999998
3036,1 Jun 1974,Australia,1480.861549
3037,1 Jun 1974,New Zealand,1842.4823399999998
3038,8 Jun 1974,Australia,1465.0260369999999
3039,8 Jun 1974,New Zealand,1858.317852
3040,8 Jun 1974,South Africa,1888.5376829999998
3041,8 Jun 1974,Lions,1889.3420039999999
3042,8 Jun 1974,Switzerland,1321.3930269999998
3043,8 Jun 1974,Belgium,1221.807738
3044,20 Jun 1974,Argentina,1866.4679879999999
3045,20 Jun 1974,France,1815.868392
3046,22 Jun 1974,South Africa,1815.205073
3047,22 Jun 1974,Lions,1962.674614
3048,29 Jun 1974,Argentina,1822.726166
3049,29 Jun 1974,France,1859.610214
3050,13 Jul 1974,South Africa,1768.480346
3051,13 Jul 1974,Lions,2009.399341
3052,27 Jul 1974,South Africa,1768.480346
3053,27 Jul 1974,Lions,2009.399341
3054,5 Aug 1974,Soviet Union,1562.162995
3055,5 Aug 1974,Czechia,1569.519809
3056,16 Sep 1974,Czechia,1553.723072
3057,16 Sep 1974,Romania,1825.256466
3058,18 Sep 1974,Czechia,1569.184714
3059,18 Sep 1974,East Germany,1231.4749880000002
3060,18 Sep 1974,East Germany,1223.744757
3061,18 Sep 1974,Romania,1832.9866969999998
3062,19 Sep 1974,Czechia,1513.541245
3063,19 Sep 1974,Poland,1582.530772
3064,21 Sep 1974,Sweden,1123.86824
3065,21 Sep 1974,Denmark,951.224833
3066,13 Oct 1974,Romania,1863.357334
3067,13 Oct 1974,France,1829.239577
3068,13 Oct 1974,East Germany,1201.668076
3069,13 Oct 1974,Czechia,1535.617926
3070,19 Oct 1974,West Germany,1384.0724619999999
3071,19 Oct 1974,Netherlands,1382.6110410000001
3072,20 Oct 1974,West Germany,1408.630415
3073,20 Oct 1974,Belgium,1197.249785
3074,25 Oct 1974,Canada,1360.258589
3075,25 Oct 1974,Tonga,1577.8246359999998
3076,3 Nov 1974,Poland,1591.542189
3077,3 Nov 1974,Czechia,1526.606509
3078,17 Nov 1974,Korea,1548.780507
3079,17 Nov 1974,Thailand,1501.453809
3080,17 Nov 1974,Laos,1394.8144550000002
3081,17 Nov 1974,Malaysia,1382.487963
3082,17 Nov 1974,Sri Lanka,1494.839133
3083,17 Nov 1974,Singapore,1475.4979050000002
3084,17 Nov 1974,Czechia,1508.786663
3085,17 Nov 1974,Romania,1881.1771800000001
3086,19 Nov 1974,Hong Kong,1471.301902
3087,19 Nov 1974,Thailand,1577.832269
3088,19 Nov 1974,Malaysia,1405.2829769999998
3089,19 Nov 1974,Singapore,1452.702891
3090,19 Nov 1974,Sri Lanka,1532.653652
3091,19 Nov 1974,Laos,1356.999936
3092,21 Nov 1974,Hong Kong,1518.9116179999999
3093,21 Nov 1974,Korea,1501.170791
3094,21 Nov 1974,Laos,1298.858471
3095,21 Nov 1974,Singapore,1510.844356
3096,21 Nov 1974,Sri Lanka,1550.753533
3097,21 Nov 1974,Malaysia,1387.183096
3098,23 Nov 1974,Korea,1538.034722
3099,23 Nov 1974,Malaysia,1350.319165
3100,23 Nov 1974,Sri Lanka,1488.5571300000001
3101,23 Nov 1974,Japan,1745.8904989999999
3102,23 Nov 1974,France,1765.499669
3103,23 Nov 1974,South Africa,1832.2202539999998
3104,23 Nov 1974,Ireland,1738.219306
3105,23 Nov 1974,New Zealand,1905.2785789999998
3106,30 Nov 1974,France,1742.688422
3107,30 Nov 1974,South Africa,1855.0315010000002
3108,1975,Belgium,1295.457782
3109,1975,Luxembourg,1401.792003
3110,1975,Bermuda,1530.108943
3111,1975,Jamaica,1469.891057
3112,1975,East Germany,1183.878045
3113,1975,Poland,1609.33222
3114,1975,Netherlands,1426.92552
3115,1975,Morocco,1325.7345779999998
3116,1975,Poland,1618.2259
3117,1975,East Germany,1174.984365
3118,1975,Samoa,1100.417137
3119,1975,Tonga,1584.671735
3120,1975,Samoa,1165.7400599999999
3121,1975,Tonga,1519.348812
3122,1975,Soviet Union,1520.568999
3123,1975,Poland,1659.8198960000002
3124,1975,Thailand,1596.790756
3125,1975,Malaysia,1331.360678
3126,18 Jan 1975,France,1684.7168350000002
3127,18 Jan 1975,Wales,1864.853606
3128,18 Jan 1975,Ireland,1755.3890210000002
3129,18 Jan 1975,England,1661.8002390000001
3130,1 Feb 1975,England,1613.442801
3131,1 Feb 1975,France,1733.074273
3132,1 Feb 1975,Scotland,1725.2496239999998
3133,1 Feb 1975,Ireland,1714.925234
3134,15 Feb 1975,France,1743.5045510000002
3135,15 Feb 1975,Scotland,1714.819346
3136,15 Feb 1975,Wales,1879.494502
3137,15 Feb 1975,England,1598.801905
3138,1 Mar 1975,Ireland,1766.0332429999999
3139,1 Mar 1975,France,1692.3965420000002
3140,1 Mar 1975,Scotland,1742.0459460000002
3141,1 Mar 1975,Wales,1852.267902
3142,15 Mar 1975,England,1615.162165
3143,15 Mar 1975,Scotland,1725.685686
3144,15 Mar 1975,Wales,1889.636594
3145,15 Mar 1975,Ireland,1728.664551
3146,16 Mar 1975,Morocco,1306.434017
3147,16 Mar 1975,Poland,1679.120457
3148,6 Apr 1975,Poland,1687.40474
3149,6 Apr 1975,Netherlands,1418.6412369999998
3150,6 Apr 1975,Spain,1593.773595
3151,6 Apr 1975,Italy,1706.687133
3152,13 Apr 1975,Bulgaria,1324.658658
3153,13 Apr 1975,Czechia,1574.985247
3154,13 Apr 1975,West Germany,1431.428604
3155,13 Apr 1975,Morocco,1283.635828
3156,19 Apr 1975,Belgium,1332.616092
3157,19 Apr 1975,Switzerland,1284.234717
3158,27 Apr 1975,Romania,1881.1771800000001
3159,27 Apr 1975,Italy,1706.687133
3160,27 Apr 1975,Czechia,1529.2840800000001
3161,27 Apr 1975,Spain,1639.4747619999998
3162,4 May 1975,Spain,1621.268066
3163,4 May 1975,Romania,1899.383876
3164,4 May 1975,Poland,1703.4554170000001
3165,4 May 1975,West Germany,1415.377927
3166,10 May 1975,Italy,1734.184368
3167,10 May 1975,Czechia,1501.7868449999999
3168,17 May 1975,Denmark,914.468916
3169,17 May 1975,Sweden,1160.624157
3170,24 May 1975,Australia,1514.902626
3171,24 May 1975,England,1565.285576
3172,31 May 1975,Australia,1557.0365160000001
3173,31 May 1975,England,1523.151686
3174,12 Jun 1975,Switzerland,1306.712458
3175,12 Jun 1975,Serbia & Mon,1145.40376
3176,13 Jun 1975,Samoa,1146.714183
3177,13 Jun 1975,Tonga,1538.374689
3178,14 Jun 1975,New Zealand,1928.868939
3179,14 Jun 1975,Scotland,1702.0953260000001
3180,20 Jun 1975,Samoa,1213.474723
3181,20 Jun 1975,Tonga,1471.614149
3182,21 Jun 1975,South Africa,1875.962697
3183,21 Jun 1975,France,1671.4653460000002
3184,28 Jun 1975,South Africa,1894.009876
3185,28 Jun 1975,France,1653.418167
3186,2 Aug 1975,Australia,1646.568966
3187,2 Aug 1975,Japan,1656.358049
3188,17 Aug 1975,Australia,1698.7344050000002
3189,17 Aug 1975,Japan,1604.19261
3190,30 Aug 1975,Czechia,1460.765175
3191,30 Aug 1975,Poland,1744.4770870000002
3192,31 Aug 1975,Soviet Union,1562.182213
3193,31 Aug 1975,Czechia,1419.151961
3194,20 Sep 1975,Brazil,1214.223184
3195,20 Sep 1975,Chile,1577.502835
3196,21 Sep 1975,Argentina,1832.4838109999998
3197,21 Sep 1975,Uruguay,1486.798537
3198,21 Sep 1975,Paraguay,1114.71223
3199,21 Sep 1975,Brazil,1272.930814
3200,23 Sep 1975,Brazil,1229.068299
3201,23 Sep 1975,Uruguay,1530.661052
3202,23 Sep 1975,Paraguay,1099.8406300000001
3203,23 Sep 1975,Chile,1592.374435
3204,25 Sep 1975,Chile,1619.321978
3205,25 Sep 1975,Uruguay,1503.713509
3206,25 Sep 1975,Paraguay,1095.691235
3207,25 Sep 1975,Argentina,1836.633206
3208,27 Sep 1975,Argentina,1839.689097
3209,27 Sep 1975,Brazil,1226.012408
3210,28 Sep 1975,Argentina,1862.3557469999998
3211,28 Sep 1975,Chile,1596.6553279999998
3212,28 Sep 1975,Paraguay,1079.678458
3213,28 Sep 1975,Uruguay,1519.7262859999998
3214,1 Oct 1975,Denmark,906.423358
3215,1 Oct 1975,Belgium,1340.66165
3216,4 Oct 1975,Sweden,1196.124176
3217,4 Oct 1975,Belgium,1305.161631
3218,19 Oct 1975,France,1739.5550449999998
3219,19 Oct 1975,Argentina,1776.218869
3220,25 Oct 1975,France,1788.1231420000001
3221,25 Oct 1975,Argentina,1727.650772
3222,25 Oct 1975,Italy,1778.6535629999998
3223,25 Oct 1975,Poland,1700.007892
3224,26 Oct 1975,Czechia,1434.191304
3225,26 Oct 1975,Serbia & Mon,1130.364417
3226,26 Oct 1975,West Germany,1452.606662
3227,26 Oct 1975,Belgium,1267.932896
3228,2 Nov 1975,Romania,1915.961755
3229,2 Nov 1975,Poland,1683.430013
3230,8 Nov 1975,Belgium,1202.340137
3231,8 Nov 1975,Morocco,1349.2285869999998
3232,16 Nov 1975,Switzerland,1256.75281
3233,16 Nov 1975,Czechia,1484.150952
3234,23 Nov 1975,France,1861.313793
3235,23 Nov 1975,Romania,1842.771104
3236,23 Nov 1975,Netherlands,1397.2192109999999
3237,23 Nov 1975,Italy,1800.075589
3238,6 Dec 1975,Scotland,1733.889432
3239,6 Dec 1975,Australia,1666.940299
3240,7 Dec 1975,Netherlands,1397.2192109999999
3241,7 Dec 1975,Spain,1621.268066
3242,20 Dec 1975,Spain,1583.100596
3243,20 Dec 1975,Italy,1838.243059
3244,20 Dec 1975,Wales,1909.048752
3245,20 Dec 1975,Australia,1647.528141
3246,1976,Bulgaria,1293.492786
3247,1976,Soviet Union,1593.3480849999999
3248,1976,East Germany,1218.200703
3249,1976,Bulgaria,1250.276448
3250,1976,Jamaica,1417.3676480000001
3251,1976,Bermuda,1582.6323519999999
3252,1976,Kenya,1479.070227
3253,1976,Zambia,1579.73324
3254,1976,Soviet Union,1633.395832
3255,1976,Poland,1643.382266
3256,1976,Tunisia,1430.5212490000001
3257,1976,Ivory Coast,1569.4787509999999
3258,3 Jan 1976,England,1588.3064880000002
3259,3 Jan 1976,Australia,1582.373339
3260,10 Jan 1976,Scotland,1697.940193
3261,10 Jan 1976,France,1897.263032
3262,17 Jan 1976,England,1567.7735699999998
3263,17 Jan 1976,Wales,1929.58167
3264,17 Jan 1976,Ireland,1653.2676390000001
3265,17 Jan 1976,Australia,1657.770251
3266,31 Jan 1976,USA,1471.918915
3267,31 Jan 1976,Australia,1699.7463460000001
3268,7 Feb 1976,France,1914.30616
3269,7 Feb 1976,Ireland,1636.224511
3270,7 Feb 1976,Wales,1947.4593170000003
3271,7 Feb 1976,Scotland,1680.062546
3272,21 Feb 1976,Scotland,1703.887234
3273,21 Feb 1976,England,1543.9488820000001
3274,21 Feb 1976,Ireland,1608.982435
3275,21 Feb 1976,Wales,1974.701393
3276,6 Mar 1976,England,1529.489418
3277,6 Mar 1976,Ireland,1623.441899
3278,6 Mar 1976,Wales,1998.6925
3279,6 Mar 1976,France,1890.315053
3280,20 Mar 1976,France,1899.370051
3281,20 Mar 1976,England,1520.4344199999998
3282,20 Mar 1976,Ireland,1577.449198
3283,20 Mar 1976,Scotland,1749.8799350000002
3284,28 Mar 1976,Netherlands,1383.2210109999999
3285,28 Mar 1976,Romania,1856.769304
3286,28 Mar 1976,Morocco,1420.352409
3287,28 Mar 1976,West Germany,1381.4828400000001
3288,11 Apr 1976,Czechia,1501.8324400000001
3289,11 Apr 1976,Bulgaria,1232.59496
3290,11 Apr 1976,Poland,1654.768803
3291,11 Apr 1976,Netherlands,1371.834474
3292,15 Apr 1976,Belgium,1193.710047
3293,15 Apr 1976,Morocco,1428.982499
3294,24 Apr 1976,Italy,1849.677523
3295,24 Apr 1976,Romania,1845.3348399999998
3296,25 Apr 1976,Serbia & Mon,1205.858649
3297,25 Apr 1976,Switzerland,1181.258578
3298,2 May 1976,Romania,1856.6028239999998
3299,2 May 1976,Spain,1571.832612
3300,8 May 1976,Sweden,1210.299492
3301,8 May 1976,Denmark,892.2480419999999
3302,15 May 1976,Poland,1670.365253
3303,15 May 1976,Spain,1556.236162
3304,17 May 1976,Poland,1647.996548
3305,17 May 1976,Czechia,1524.201145
3306,5 Jun 1976,New Zealand,1935.6361140000001
3307,5 Jun 1976,Ireland,1570.682023
3308,12 Jun 1976,Australia,1772.2173059999998
3309,12 Jun 1976,Fiji,1806.770906
3310,12 Jun 1976,USA,1457.631093
3311,12 Jun 1976,France,1913.657873
3312,13 Jun 1976,Czechia,1539.870893
3313,13 Jun 1976,East Germany,1202.5309550000002
3314,19 Jun 1976,Australia,1816.8414879999998
3315,19 Jun 1976,Fiji,1762.146724
3316,26 Jun 1976,Australia,1847.0805469999998
3317,26 Jun 1976,Fiji,1731.907665
3318,24 Jul 1976,South Africa,1934.993766
3319,24 Jul 1976,New Zealand,1894.652224
3320,11 Aug 1976,Czechia,1577.101025
3321,11 Aug 1976,Soviet Union,1596.1657
3322,14 Aug 1976,South Africa,1883.1177
3323,14 Aug 1976,New Zealand,1946.5282899999997
3324,14 Aug 1976,Czechia,1522.937721
3325,14 Aug 1976,Poland,1702.159852
3326,4 Sep 1976,South Africa,1917.242384
3327,4 Sep 1976,New Zealand,1912.4036059999999
3328,18 Sep 1976,South Africa,1927.7847629999999
3329,18 Sep 1976,New Zealand,1901.8612269999999
3330,19 Sep 1976,Romania,1868.873868
3331,19 Sep 1976,Soviet Union,1583.894656
3332,21 Sep 1976,Bulgaria,1225.3770140000001
3333,21 Sep 1976,Romania,1876.091814
3334,10 Oct 1976,Netherlands,1399.462141
3335,10 Oct 1976,Sweden,1182.671825
3336,12 Oct 1976,Belgium,1230.671592
3337,12 Oct 1976,Sweden,1145.71028
3338,17 Oct 1976,Czechia,1549.14481
3339,17 Oct 1976,Soviet Union,1557.687567
3340,17 Oct 1976,Poland,1651.6026
3341,17 Oct 1976,Romania,1926.649066
3342,21 Oct 1976,Italy,1866.3679489999997
3343,21 Oct 1976,Japan,1587.502184
3344,24 Oct 1976,France,1930.3315309999998
3345,24 Oct 1976,Australia,1830.406889
3346,30 Oct 1976,France,1965.6097670000001
3347,30 Oct 1976,Australia,1795.1286530000002
3348,6 Nov 1976,Czechia,1571.099081
3349,6 Nov 1976,West Germany,1359.528569
3350,12 Nov 1976,Korea,1563.6079220000001
3351,12 Nov 1976,Malaysia,1305.787478
3352,13 Nov 1976,Poland,1663.200912
3353,13 Nov 1976,Morocco,1417.3841869999999
3354,14 Nov 1976,C Taipai,1553.7774
3355,14 Nov 1976,Thailand,1543.0133560000002
3356,14 Nov 1976,Romania,1951.113794
3357,14 Nov 1976,France,1941.145039
3358,16 Nov 1976,Korea,1598.007276
3359,16 Nov 1976,C Taipai,1519.378046
3360,17 Nov 1976,Romania,1956.2216170000002
3361,17 Nov 1976,Morocco,1412.276364
3362,18 Nov 1976,C Taipai,1472.578649
3363,18 Nov 1976,Malaysia,1352.586875
3364,18 Nov 1976,Korea,1627.010174
3365,18 Nov 1976,Thailand,1514.010458
3366,20 Nov 1976,Korea,1568.528043
3367,20 Nov 1976,Japan,1645.984315
3368,20 Nov 1976,Malaysia,1313.090609
3369,20 Nov 1976,Thailand,1553.506724
3370,21 Nov 1976,West Germany,1359.528569
3371,21 Nov 1976,Netherlands,1399.462141
3372,27 Nov 1976,Italy,1876.4680449999998
3373,27 Nov 1976,Spain,1546.136066
3374,8 Dec 1976,Belgium,1246.207296
3375,8 Dec 1976,Serbia & Mon,1190.322945
3376,11 Dec 1976,Switzerland,1119.634706
3377,11 Dec 1976,Serbia & Mon,1251.946817
3378,1977,Bermuda,1620.168341
3379,1977,Guadeloupe,1462.464011
3380,1977,Bermuda,1641.024485
3381,1977,Jamaica,1396.5115039999998
3382,1977,Bulgaria,1259.5348179999999
3383,1977,East Germany,1168.373151
3384,1977,East Germany,1136.51532
3385,1977,Serbia & Mon,1283.804648
3386,1977,East Germany,1117.8845609999998
3387,1977,Soviet Union,1576.318326
3388,1977,Malaysia,1289.441918
3389,1977,Thailand,1577.155415
3390,1977,Martinique,1473.405426
3391,1977,Bermuda,1667.6190589999999
3392,1977,Morocco,1318.706276
3393,1977,Serbia & Mon,1377.374736
3394,1977,Netherlands,1421.3143300000002
3395,1977,Belgium,1224.355107
3396,1977,Netherlands,1362.605227
3397,1977,Spain,1604.845169
3398,1977,Senegal,1459.9041650000001
3399,1977,Ivory Coast,1609.574586
3400,1977,Soviet Union,1648.8343619999998
3401,1977,Poland,1590.684876
3402,1977,Soviet Union,1654.611231
3403,1977,Sweden,1139.933411
3404,15 Jan 1977,England,1606.0279
3405,15 Jan 1977,Scotland,1664.2864550000002
3406,15 Jan 1977,Wales,2004.4657300000001
3407,15 Jan 1977,Ireland,1564.908793
3408,5 Feb 1977,France,1980.7379879999999
3409,5 Feb 1977,Wales,1964.8727809999998
3410,5 Feb 1977,Ireland,1529.1346230000001
3411,5 Feb 1977,England,1641.80207
3412,19 Feb 1977,England,1636.7035210000001
3413,19 Feb 1977,France,1985.8365370000001
3414,19 Feb 1977,Scotland,1676.7430650000001
3415,19 Feb 1977,Ireland,1516.6780130000002
